,STATION,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,TAVG,TMAX,TMIN,Station Name,Parameter Name,Parameter Abbreviation,Sample Date,Sample Time,Result Value (10% of RDL for NDs),Result Text,Units,RDL,Detected (Y: Yes; N: No),Laboratory Sample Number,Method,latitude,longitude
313,US1CAOR0021,33.8632,-117.7918,90.8,2018-12-18,0.0,,,,SAR-IMPERIAL-01,Perfluoro butane sulfonic acid,PFBS,2018-12-18,13:15:00,11.8,11.8,ng/L,4,Y,18120400-02,537,33.85746227,-117.79209184
340,US1CAOR0021,33.8632,-117.7918,90.8,2019-01-09,0.0,,,,SAR-IMPERIAL-01,Perfluoroundecanoic acid,PFUnA,2019-01-09,14:10:00,0.4,ND,ng/L,4,N,19010196-02,537,33.85746227,-117.79209184
339,US1CAOR0021,33.8632,-117.7918,90.8,2019-01-09,0.0,,,,SAR-IMPERIAL-01,Perfluorotridecanoic acid,PFTrDA,2019-01-09,14:10:00,0.4,ND,ng/L,4,N,19010196-02,537,33.85746227,-117.79209184
338,US1CAOR0021,33.8632,-117.7918,90.8,2019-01-09,0.0,,,,SAR-IMPERIAL-01,Perfluorotetradecanoic acid,PFTA,2019-01-09,14:10:00,1.0,ND,ng/L,10,N,19010196-02,537,33.85746227,-117.79209184
337,US1CAOR0021,33.8632,-117.7918,90.8,2019-01-09,0.0,,,,SAR-IMPERIAL-01,Perfluorohexanoic acid,PFHxA,2019-01-09,14:10:00,23.2,23.2,ng/L,4,Y,19010196-02,537,33.85746227,-117.79209184
336,US1CAOR0021,33.8632,-117.7918,90.8,2019-01-09,0.0,,,,SAR-IMPERIAL-01,Perfluorododecanoic acid,PFDoA,2019-01-09,14:10:00,0.4,ND,ng/L,4,N,19010196-02,537,33.85746227,-117.79209184
335,US1CAOR0021,33.8632,-117.7918,90.8,2019-01-09,0.0,,,,SAR-IMPERIAL-01,Perfluorodecanoic acid,PFDA,2019-01-09,14:10:00,0.4,ND,ng/L,4,N,19010196-02,537,33.85746227,-117.79209184
333,US1CAOR0021,33.8632,-117.7918,90.8,2019-01-09,0.0,,,,SAR-IMPERIAL-01,Perfluoro octanoic acid,PFOA,2019-01-09,14:10:00,19.1,19.1,ng/L,4,Y,19010196-02,537,33.85746227,-117.79209184
334,US1CAOR0021,33.8632,-117.7918,90.8,2019-01-09,0.0,,,,SAR-IMPERIAL-01,Perfluoro-2-propoxypropanoic acid,GenX,2019-01-09,14:10:00,0.4,ND,ng/L,4,N,19010196-02,537,33.85746227,-117.79209184
331,US1CAOR0021,33.8632,-117.7918,90.8,2019-01-09,0.0,,,,SAR-IMPERIAL-01,Perfluoro nonanoic acid,PFNA,2019-01-09,14:10:00,0.4,ND,ng/L,4,N,19010196-02,537,33.85746227,-117.79209184
330,US1CAOR0021,33.8632,-117.7918,90.8,2019-01-09,0.0,,,,SAR-IMPERIAL-01,Perfluoro hexane sulfonic acid,PFHxS,2019-01-09,14:10:00,12.0,12.0,ng/L,4,Y,19010196-02,537,33.85746227,-117.79209184
329,US1CAOR0021,33.8632,-117.7918,90.8,2019-01-09,0.0,,,,SAR-IMPERIAL-01,Perfluoro heptanoic acid,PFHpA,2019-01-09,14:10:00,5.7,5.7,ng/L,4,Y,19010196-02,537,33.85746227,-117.79209184
328,US1CAOR0021,33.8632,-117.7918,90.8,2019-01-09,0.0,,,,SAR-IMPERIAL-01,Perfluoro butane sulfonic acid,PFBS,2019-01-09,14:10:00,12.9,12.9,ng/L,4,Y,19010196-02,537,33.85746227,-117.79209184
327,US1CAOR0021,33.8632,-117.7918,90.8,2019-01-09,0.0,,,,SAR-IMPERIAL-01,N-methyl perfluorooctanesulfonamidoacetic acid,MeFOSA,2019-01-09,14:10:00,0.4,ND,ng/L,4,N,19010196-02,537,33.85746227,-117.79209184
326,US1CAOR0021,33.8632,-117.7918,90.8,2019-01-09,0.0,,,,SAR-IMPERIAL-01,N-ethyl perfluorooctanesulfonamidoacetic acid,EtFOSA,2019-01-09,14:10:00,0.4,ND,ng/L,4,N,19010196-02,537,33.85746227,-117.79209184
332,US1CAOR0021,33.8632,-117.7918,90.8,2019-01-09,0.0,,,,SAR-IMPERIAL-01,Perfluoro octane sulfonic acid,PFOS,2019-01-09,14:10:00,21.7,21.7,ng/L,4,Y,19010196-02,537,33.85746227,-117.79209184
350,US1CAOR0021,33.8632,-117.7918,90.8,2019-01-17,1.04,,,,SAR-IMPERIAL-01,Perfluorodecanoic acid,PFDA,2019-01-17,14:15:00,0.4,ND,ng/L,4,N,19010402-02,537,33.85746227,-117.79209184
355,US1CAOR0021,33.8632,-117.7918,90.8,2019-01-17,1.04,,,,SAR-IMPERIAL-01,Perfluoroundecanoic acid,PFUnA,2019-01-17,14:15:00,0.4,ND,ng/L,4,N,19010402-02,537,33.85746227,-117.79209184
354,US1CAOR0021,33.8632,-117.7918,90.8,2019-01-17,1.04,,,,SAR-IMPERIAL-01,Perfluorotridecanoic acid,PFTrDA,2019-01-17,14:15:00,0.4,ND,ng/L,4,N,19010402-02,537,33.85746227,-117.79209184
353,US1CAOR0021,33.8632,-117.7918,90.8,2019-01-17,1.04,,,,SAR-IMPERIAL-01,Perfluorotetradecanoic acid,PFTA,2019-01-17,14:15:00,1.0,ND,ng/L,10,N,19010402-02,537,33.85746227,-117.79209184
352,US1CAOR0021,33.8632,-117.7918,90.8,2019-01-17,1.04,,,,SAR-IMPERIAL-01,Perfluorohexanoic acid,PFHxA,2019-01-17,14:15:00,9.3,9.3,ng/L,4,Y,19010402-02,537,33.85746227,-117.79209184
351,US1CAOR0021,33.8632,-117.7918,90.8,2019-01-17,1.04,,,,SAR-IMPERIAL-01,Perfluorododecanoic acid,PFDoA,2019-01-17,14:15:00,0.4,ND,ng/L,4,N,19010402-02,537,33.85746227,-117.79209184
349,US1CAOR0021,33.8632,-117.7918,90.8,2019-01-17,1.04,,,,SAR-IMPERIAL-01,Perfluoro-2-propoxypropanoic acid,GenX,2019-01-17,14:15:00,0.4,ND,ng/L,4,N,19010402-02,537,33.85746227,-117.79209184
341,US1CAOR0021,33.8632,-117.7918,90.8,2019-01-17,1.04,,,,SAR-IMPERIAL-01,N-ethyl perfluorooctanesulfonamidoacetic acid,EtFOSA,2019-01-17,14:15:00,0.4,ND,ng/L,4,N,19010402-02,537,33.85746227,-117.79209184
347,US1CAOR0021,33.8632,-117.7918,90.8,2019-01-17,1.04,,,,SAR-IMPERIAL-01,Perfluoro octane sulfonic acid,PFOS,2019-01-17,14:15:00,12.4,12.4,ng/L,4,Y,19010402-02,537,33.85746227,-117.79209184
346,US1CAOR0021,33.8632,-117.7918,90.8,2019-01-17,1.04,,,,SAR-IMPERIAL-01,Perfluoro nonanoic acid,PFNA,2019-01-17,14:15:00,0.4,ND,ng/L,4,N,19010402-02,537,33.85746227,-117.79209184
345,US1CAOR0021,33.8632,-117.7918,90.8,2019-01-17,1.04,,,,SAR-IMPERIAL-01,Perfluoro hexane sulfonic acid,PFHxS,2019-01-17,14:15:00,0.4,ND,ng/L,4,N,19010402-02,537,33.85746227,-117.79209184
344,US1CAOR0021,33.8632,-117.7918,90.8,2019-01-17,1.04,,,,SAR-IMPERIAL-01,Perfluoro heptanoic acid,PFHpA,2019-01-17,14:15:00,0.4,ND,ng/L,4,N,19010402-02,537,33.85746227,-117.79209184
343,US1CAOR0021,33.8632,-117.7918,90.8,2019-01-17,1.04,,,,SAR-IMPERIAL-01,Perfluoro butane sulfonic acid,PFBS,2019-01-17,14:15:00,5.3,5.3,ng/L,4,Y,19010402-02,537,33.85746227,-117.79209184
342,US1CAOR0021,33.8632,-117.7918,90.8,2019-01-17,1.04,,,,SAR-IMPERIAL-01,N-methyl perfluorooctanesulfonamidoacetic acid,MeFOSA,2019-01-17,14:15:00,0.4,ND,ng/L,4,N,19010402-02,537,33.85746227,-117.79209184
348,US1CAOR0021,33.8632,-117.7918,90.8,2019-01-17,1.04,,,,SAR-IMPERIAL-01,Perfluoro octanoic acid,PFOA,2019-01-17,14:15:00,12.0,12.0,ng/L,4,Y,19010402-02,537,33.85746227,-117.79209184
364,US1CAOR0021,33.8632,-117.7918,90.8,2019-02-05,0.83,,,,SAR-IMPERIAL-01,Perfluoro-2-propoxypropanoic acid,GenX,2019-02-05,13:45:00,0.4,ND,ng/L,4,N,19020068-02,537,33.85746227,-117.79209184
370,US1CAOR0021,33.8632,-117.7918,90.8,2019-02-05,0.83,,,,SAR-IMPERIAL-01,Perfluoroundecanoic acid,PFUnA,2019-02-05,13:45:00,0.4,ND,ng/L,4,N,19020068-02,537,33.85746227,-117.79209184
368,US1CAOR0021,33.8632,-117.7918,90.8,2019-02-05,0.83,,,,SAR-IMPERIAL-01,Perfluorotetradecanoic acid,PFTA,2019-02-05,13:45:00,0.4,ND,ng/L,4,N,19020068-02,537,33.85746227,-117.79209184
367,US1CAOR0021,33.8632,-117.7918,90.8,2019-02-05,0.83,,,,SAR-IMPERIAL-01,Perfluorohexanoic acid,PFHxA,2019-02-05,13:45:00,10.0,10.0,ng/L,4,Y,19020068-02,537,33.85746227,-117.79209184
366,US1CAOR0021,33.8632,-117.7918,90.8,2019-02-05,0.83,,,,SAR-IMPERIAL-01,Perfluorododecanoic acid,PFDoA,2019-02-05,13:45:00,0.4,ND,ng/L,4,N,19020068-02,537,33.85746227,-117.79209184
365,US1CAOR0021,33.8632,-117.7918,90.8,2019-02-05,0.83,,,,SAR-IMPERIAL-01,Perfluorodecanoic acid,PFDA,2019-02-05,13:45:00,0.4,ND,ng/L,4,N,19020068-02,537,33.85746227,-117.79209184
363,US1CAOR0021,33.8632,-117.7918,90.8,2019-02-05,0.83,,,,SAR-IMPERIAL-01,Perfluoro octanoic acid,PFOA,2019-02-05,13:45:00,11.6,11.6,ng/L,4,Y,19020068-02,537,33.85746227,-117.79209184
369,US1CAOR0021,33.8632,-117.7918,90.8,2019-02-05,0.83,,,,SAR-IMPERIAL-01,Perfluorotridecanoic acid,PFTrDA,2019-02-05,13:45:00,0.4,ND,ng/L,4,N,19020068-02,537,33.85746227,-117.79209184
361,US1CAOR0021,33.8632,-117.7918,90.8,2019-02-05,0.83,,,,SAR-IMPERIAL-01,Perfluoro nonanoic acid,PFNA,2019-02-05,13:45:00,0.4,ND,ng/L,4,N,19020068-02,537,33.85746227,-117.79209184
356,US1CAOR0021,33.8632,-117.7918,90.8,2019-02-05,0.83,,,,SAR-IMPERIAL-01,N-ethyl perfluorooctanesulfonamidoacetic acid,EtFOSA,2019-02-05,13:45:00,0.4,ND,ng/L,4,N,19020068-02,537,33.85746227,-117.79209184
357,US1CAOR0021,33.8632,-117.7918,90.8,2019-02-05,0.83,,,,SAR-IMPERIAL-01,N-methyl perfluorooctanesulfonamidoacetic acid,MeFOSA,2019-02-05,13:45:00,0.4,ND,ng/L,4,N,19020068-02,537,33.85746227,-117.79209184
362,US1CAOR0021,33.8632,-117.7918,90.8,2019-02-05,0.83,,,,SAR-IMPERIAL-01,Perfluoro octane sulfonic acid,PFOS,2019-02-05,13:45:00,12.0,12.0,ng/L,4,Y,19020068-02,537,33.85746227,-117.79209184
359,US1CAOR0021,33.8632,-117.7918,90.8,2019-02-05,0.83,,,,SAR-IMPERIAL-01,Perfluoro heptanoic acid,PFHpA,2019-02-05,13:45:00,0.4,ND,ng/L,4,N,19020068-02,537,33.85746227,-117.79209184
360,US1CAOR0021,33.8632,-117.7918,90.8,2019-02-05,0.83,,,,SAR-IMPERIAL-01,Perfluoro hexane sulfonic acid,PFHxS,2019-02-05,13:45:00,4.4,4.4,ng/L,4,Y,19020068-02,537,33.85746227,-117.79209184
358,US1CAOR0021,33.8632,-117.7918,90.8,2019-02-05,0.83,,,,SAR-IMPERIAL-01,Perfluoro butane sulfonic acid,PFBS,2019-02-05,13:45:00,5.3,5.3,ng/L,4,Y,19020068-02,537,33.85746227,-117.79209184
384,US1CAOR0021,33.8632,-117.7918,90.8,2019-03-21,0.02,,,,SAR-IMPERIAL-01,Perfluoroundecanoic acid,PFUnA,2019-03-21,11:50:00,0.4,ND,ng/L,4,N,19030524-02,537RV1.1,33.85746227,-117.79209184
383,US1CAOR0021,33.8632,-117.7918,90.8,2019-03-21,0.02,,,,SAR-IMPERIAL-01,Perfluorotridecanoic acid,PFTrDA,2019-03-21,11:50:00,0.4,ND,ng/L,4,N,19030524-02,537RV1.1,33.85746227,-117.79209184
382,US1CAOR0021,33.8632,-117.7918,90.8,2019-03-21,0.02,,,,SAR-IMPERIAL-01,Perfluorotetradecanoic acid,PFTA,2019-03-21,11:50:00,0.4,ND,ng/L,4,N,19030524-02,537RV1.1,33.85746227,-117.79209184
381,US1CAOR0021,33.8632,-117.7918,90.8,2019-03-21,0.02,,,,SAR-IMPERIAL-01,Perfluorohexanoic acid,PFHxA,2019-03-21,11:50:00,19.6,19.6,ng/L,4,Y,19030524-02,537RV1.1,33.85746227,-117.79209184
380,US1CAOR0021,33.8632,-117.7918,90.8,2019-03-21,0.02,,,,SAR-IMPERIAL-01,Perfluorododecanoic acid,PFDoA,2019-03-21,11:50:00,0.4,ND,ng/L,4,N,19030524-02,537RV1.1,33.85746227,-117.79209184
378,US1CAOR0021,33.8632,-117.7918,90.8,2019-03-21,0.02,,,,SAR-IMPERIAL-01,Perfluoro octanoic acid,PFOA,2019-03-21,11:50:00,17.2,17.2,ng/L,4,Y,19030524-02,537RV1.1,33.85746227,-117.79209184
379,US1CAOR0021,33.8632,-117.7918,90.8,2019-03-21,0.02,,,,SAR-IMPERIAL-01,Perfluorodecanoic acid,PFDA,2019-03-21,11:50:00,0.4,ND,ng/L,4,N,19030524-02,537RV1.1,33.85746227,-117.79209184
376,US1CAOR0021,33.8632,-117.7918,90.8,2019-03-21,0.02,,,,SAR-IMPERIAL-01,Perfluoro nonanoic acid,PFNA,2019-03-21,11:50:00,0.4,ND,ng/L,4,N,19030524-02,537RV1.1,33.85746227,-117.79209184
375,US1CAOR0021,33.8632,-117.7918,90.8,2019-03-21,0.02,,,,SAR-IMPERIAL-01,Perfluoro hexane sulfonic acid,PFHxS,2019-03-21,11:50:00,8.2,8.2,ng/L,4,Y,19030524-02,537RV1.1,33.85746227,-117.79209184
374,US1CAOR0021,33.8632,-117.7918,90.8,2019-03-21,0.02,,,,SAR-IMPERIAL-01,Perfluoro heptanoic acid,PFHpA,2019-03-21,11:50:00,5.4,5.4,ng/L,4,Y,19030524-02,537RV1.1,33.85746227,-117.79209184
373,US1CAOR0021,33.8632,-117.7918,90.8,2019-03-21,0.02,,,,SAR-IMPERIAL-01,Perfluoro butane sulfonic acid,PFBS,2019-03-21,11:50:00,11.0,11.0,ng/L,4,Y,19030524-02,537RV1.1,33.85746227,-117.79209184
372,US1CAOR0021,33.8632,-117.7918,90.8,2019-03-21,0.02,,,,SAR-IMPERIAL-01,N-methyl perfluorooctanesulfonamidoacetic acid,MeFOSA,2019-03-21,11:50:00,0.4,ND,ng/L,4,N,19030524-02,537RV1.1,33.85746227,-117.79209184
371,US1CAOR0021,33.8632,-117.7918,90.8,2019-03-21,0.02,,,,SAR-IMPERIAL-01,N-ethyl perfluorooctanesulfonamidoacetic acid,EtFOSA,2019-03-21,11:50:00,0.4,ND,ng/L,4,N,19030524-02,537RV1.1,33.85746227,-117.79209184
377,US1CAOR0021,33.8632,-117.7918,90.8,2019-03-21,0.02,,,,SAR-IMPERIAL-01,Perfluoro octane sulfonic acid,PFOS,2019-03-21,11:50:00,17.7,17.7,ng/L,4,Y,19030524-02,537RV1.1,33.85746227,-117.79209184
398,US1CAOR0021,33.8632,-117.7918,90.8,2019-04-09,0.0,,,,SAR-IMPERIAL-01,Perfluoroundecanoic acid,PFUnA,2019-04-09,11:45:00,0.4,ND,ng/L,4,N,19040286-02,537RV1.1,33.85746227,-117.79209184
397,US1CAOR0021,33.8632,-117.7918,90.8,2019-04-09,0.0,,,,SAR-IMPERIAL-01,Perfluorotridecanoic acid,PFTrDA,2019-04-09,11:45:00,0.4,ND,ng/L,4,N,19040286-02,537RV1.1,33.85746227,-117.79209184
396,US1CAOR0021,33.8632,-117.7918,90.8,2019-04-09,0.0,,,,SAR-IMPERIAL-01,Perfluorotetradecanoic acid,PFTA,2019-04-09,11:45:00,0.4,ND,ng/L,4,N,19040286-02,537RV1.1,33.85746227,-117.79209184
395,US1CAOR0021,33.8632,-117.7918,90.8,2019-04-09,0.0,,,,SAR-IMPERIAL-01,Perfluorohexanoic acid,PFHxA,2019-04-09,11:45:00,22.2,22.2,ng/L,4,Y,19040286-02,537RV1.1,33.85746227,-117.79209184
394,US1CAOR0021,33.8632,-117.7918,90.8,2019-04-09,0.0,,,,SAR-IMPERIAL-01,Perfluorododecanoic acid,PFDoA,2019-04-09,11:45:00,0.4,ND,ng/L,4,N,19040286-02,537RV1.1,33.85746227,-117.79209184
393,US1CAOR0021,33.8632,-117.7918,90.8,2019-04-09,0.0,,,,SAR-IMPERIAL-01,Perfluorodecanoic acid,PFDA,2019-04-09,11:45:00,0.4,ND,ng/L,4,N,19040286-02,537RV1.1,33.85746227,-117.79209184
392,US1CAOR0021,33.8632,-117.7918,90.8,2019-04-09,0.0,,,,SAR-IMPERIAL-01,Perfluoro octanoic acid,PFOA,2019-04-09,11:45:00,17.3,17.3,ng/L,4,Y,19040286-02,537RV1.1,33.85746227,-117.79209184
391,US1CAOR0021,33.8632,-117.7918,90.8,2019-04-09,0.0,,,,SAR-IMPERIAL-01,Perfluoro octane sulfonic acid,PFOS,2019-04-09,11:45:00,17.3,17.3,ng/L,4,Y,19040286-02,537RV1.1,33.85746227,-117.79209184
389,US1CAOR0021,33.8632,-117.7918,90.8,2019-04-09,0.0,,,,SAR-IMPERIAL-01,Perfluoro hexane sulfonic acid,PFHxS,2019-04-09,11:45:00,7.9,7.9,ng/L,4,Y,19040286-02,537RV1.1,33.85746227,-117.79209184
388,US1CAOR0021,33.8632,-117.7918,90.8,2019-04-09,0.0,,,,SAR-IMPERIAL-01,Perfluoro heptanoic acid,PFHpA,2019-04-09,11:45:00,5.6,5.6,ng/L,4,Y,19040286-02,537RV1.1,33.85746227,-117.79209184
387,US1CAOR0021,33.8632,-117.7918,90.8,2019-04-09,0.0,,,,SAR-IMPERIAL-01,Perfluoro butane sulfonic acid,PFBS,2019-04-09,11:45:00,10.8,10.8,ng/L,4,Y,19040286-02,537RV1.1,33.85746227,-117.79209184
386,US1CAOR0021,33.8632,-117.7918,90.8,2019-04-09,0.0,,,,SAR-IMPERIAL-01,N-methyl perfluorooctanesulfonamidoacetic acid,MeFOSA,2019-04-09,11:45:00,0.4,ND,ng/L,4,N,19040286-02,537RV1.1,33.85746227,-117.79209184
385,US1CAOR0021,33.8632,-117.7918,90.8,2019-04-09,0.0,,,,SAR-IMPERIAL-01,N-ethyl perfluorooctanesulfonamidoacetic acid,EtFOSA,2019-04-09,11:45:00,0.4,ND,ng/L,4,N,19040286-02,537RV1.1,33.85746227,-117.79209184
390,US1CAOR0021,33.8632,-117.7918,90.8,2019-04-09,0.0,,,,SAR-IMPERIAL-01,Perfluoro nonanoic acid,PFNA,2019-04-09,11:45:00,0.4,ND,ng/L,4,N,19040286-02,537RV1.1,33.85746227,-117.79209184
412,US1CAOR0021,33.8632,-117.7918,90.8,2019-05-07,0.02,,,,SAR-IMPERIAL-01,Perfluoroundecanoic acid,PFUnA,2019-05-07,09:50:00,0.4,ND,ng/L,4,N,19050172-02,537RV1.1,33.85746227,-117.79209184
411,US1CAOR0021,33.8632,-117.7918,90.8,2019-05-07,0.02,,,,SAR-IMPERIAL-01,Perfluorotridecanoic acid,PFTrDA,2019-05-07,09:50:00,0.4,ND,ng/L,4,N,19050172-02,537RV1.1,33.85746227,-117.79209184
410,US1CAOR0021,33.8632,-117.7918,90.8,2019-05-07,0.02,,,,SAR-IMPERIAL-01,Perfluorotetradecanoic acid,PFTA,2019-05-07,09:50:00,0.4,ND,ng/L,4,N,19050172-02,537RV1.1,33.85746227,-117.79209184
409,US1CAOR0021,33.8632,-117.7918,90.8,2019-05-07,0.02,,,,SAR-IMPERIAL-01,Perfluorohexanoic acid,PFHxA,2019-05-07,09:50:00,27.3,27.3,ng/L,4,Y,19050172-02,537RV1.1,33.85746227,-117.79209184
408,US1CAOR0021,33.8632,-117.7918,90.8,2019-05-07,0.02,,,,SAR-IMPERIAL-01,Perfluorododecanoic acid,PFDoA,2019-05-07,09:50:00,0.4,ND,ng/L,4,N,19050172-02,537RV1.1,33.85746227,-117.79209184
407,US1CAOR0021,33.8632,-117.7918,90.8,2019-05-07,0.02,,,,SAR-IMPERIAL-01,Perfluorodecanoic acid,PFDA,2019-05-07,09:50:00,0.4,ND,ng/L,4,N,19050172-02,537RV1.1,33.85746227,-117.79209184
406,US1CAOR0021,33.8632,-117.7918,90.8,2019-05-07,0.02,,,,SAR-IMPERIAL-01,Perfluoro octanoic acid,PFOA,2019-05-07,09:50:00,20.8,20.8,ng/L,4,Y,19050172-02,537RV1.1,33.85746227,-117.79209184
405,US1CAOR0021,33.8632,-117.7918,90.8,2019-05-07,0.02,,,,SAR-IMPERIAL-01,Perfluoro octane sulfonic acid,PFOS,2019-05-07,09:50:00,18.4,18.4,ng/L,4,Y,19050172-02,537RV1.1,33.85746227,-117.79209184
403,US1CAOR0021,33.8632,-117.7918,90.8,2019-05-07,0.02,,,,SAR-IMPERIAL-01,Perfluoro hexane sulfonic acid,PFHxS,2019-05-07,09:50:00,10.9,10.9,ng/L,4,Y,19050172-02,537RV1.1,33.85746227,-117.79209184
402,US1CAOR0021,33.8632,-117.7918,90.8,2019-05-07,0.02,,,,SAR-IMPERIAL-01,Perfluoro heptanoic acid,PFHpA,2019-05-07,09:50:00,8.3,8.3,ng/L,4,Y,19050172-02,537RV1.1,33.85746227,-117.79209184
401,US1CAOR0021,33.8632,-117.7918,90.8,2019-05-07,0.02,,,,SAR-IMPERIAL-01,Perfluoro butane sulfonic acid,PFBS,2019-05-07,09:50:00,10.1,10.1,ng/L,4,Y,19050172-02,537RV1.1,33.85746227,-117.79209184
400,US1CAOR0021,33.8632,-117.7918,90.8,2019-05-07,0.02,,,,SAR-IMPERIAL-01,N-methyl perfluorooctanesulfonamidoacetic acid,MeFOSA,2019-05-07,09:50:00,0.4,ND,ng/L,4,N,19050172-02,537RV1.1,33.85746227,-117.79209184
399,US1CAOR0021,33.8632,-117.7918,90.8,2019-05-07,0.02,,,,SAR-IMPERIAL-01,N-ethyl perfluorooctanesulfonamidoacetic acid,EtFOSA,2019-05-07,09:50:00,0.4,ND,ng/L,4,N,19050172-02,537RV1.1,33.85746227,-117.79209184
404,US1CAOR0021,33.8632,-117.7918,90.8,2019-05-07,0.02,,,,SAR-IMPERIAL-01,Perfluoro nonanoic acid,PFNA,2019-05-07,09:50:00,0.4,ND,ng/L,4,N,19050172-02,537RV1.1,33.85746227,-117.79209184
420,US1CAOR0021,33.8632,-117.7918,90.8,2019-06-04,0.0,,,,SAR-IMPERIAL-01,Perfluoro octanoic acid,PFOA,2019-06-04,11:35:00,20.4,20.4,ng/L,4,Y,19060084-02,537RV1.1,33.85746227,-117.79209184
424,US1CAOR0021,33.8632,-117.7918,90.8,2019-06-04,0.0,,,,SAR-IMPERIAL-01,Perfluorotetradecanoic acid,PFTA,2019-06-04,11:35:00,0.4,ND,ng/L,4,N,19060084-02,537RV1.1,33.85746227,-117.79209184
423,US1CAOR0021,33.8632,-117.7918,90.8,2019-06-04,0.0,,,,SAR-IMPERIAL-01,Perfluorohexanoic acid,PFHxA,2019-06-04,11:35:00,25.2,25.2,ng/L,4,Y,19060084-02,537RV1.1,33.85746227,-117.79209184
422,US1CAOR0021,33.8632,-117.7918,90.8,2019-06-04,0.0,,,,SAR-IMPERIAL-01,Perfluorododecanoic acid,PFDoA,2019-06-04,11:35:00,0.4,ND,ng/L,4,N,19060084-02,537RV1.1,33.85746227,-117.79209184
421,US1CAOR0021,33.8632,-117.7918,90.8,2019-06-04,0.0,,,,SAR-IMPERIAL-01,Perfluorodecanoic acid,PFDA,2019-06-04,11:35:00,0.4,ND,ng/L,4,N,19060084-02,537RV1.1,33.85746227,-117.79209184
419,US1CAOR0021,33.8632,-117.7918,90.8,2019-06-04,0.0,,,,SAR-IMPERIAL-01,Perfluoro octane sulfonic acid,PFOS,2019-06-04,11:35:00,26.5,26.5,ng/L,4,Y,19060084-02,537RV1.1,33.85746227,-117.79209184
425,US1CAOR0021,33.8632,-117.7918,90.8,2019-06-04,0.0,,,,SAR-IMPERIAL-01,Perfluorotridecanoic acid,PFTrDA,2019-06-04,11:35:00,0.4,ND,ng/L,4,N,19060084-02,537RV1.1,33.85746227,-117.79209184
417,US1CAOR0021,33.8632,-117.7918,90.8,2019-06-04,0.0,,,,SAR-IMPERIAL-01,Perfluoro hexane sulfonic acid,PFHxS,2019-06-04,11:35:00,13.3,13.3,ng/L,4,Y,19060084-02,537RV1.1,33.85746227,-117.79209184
416,US1CAOR0021,33.8632,-117.7918,90.8,2019-06-04,0.0,,,,SAR-IMPERIAL-01,Perfluoro heptanoic acid,PFHpA,2019-06-04,11:35:00,7.8,7.8,ng/L,4,Y,19060084-02,537RV1.1,33.85746227,-117.79209184
415,US1CAOR0021,33.8632,-117.7918,90.8,2019-06-04,0.0,,,,SAR-IMPERIAL-01,Perfluoro butane sulfonic acid,PFBS,2019-06-04,11:35:00,12.9,12.9,ng/L,4,Y,19060084-02,537RV1.1,33.85746227,-117.79209184
414,US1CAOR0021,33.8632,-117.7918,90.8,2019-06-04,0.0,,,,SAR-IMPERIAL-01,N-methyl perfluorooctanesulfonamidoacetic acid,MeFOSA,2019-06-04,11:35:00,0.4,ND,ng/L,4,N,19060084-02,537RV1.1,33.85746227,-117.79209184
413,US1CAOR0021,33.8632,-117.7918,90.8,2019-06-04,0.0,,,,SAR-IMPERIAL-01,N-ethyl perfluorooctanesulfonamidoacetic acid,EtFOSA,2019-06-04,11:35:00,0.4,ND,ng/L,4,N,19060084-02,537RV1.1,33.85746227,-117.79209184
418,US1CAOR0021,33.8632,-117.7918,90.8,2019-06-04,0.0,,,,SAR-IMPERIAL-01,Perfluoro nonanoic acid,PFNA,2019-06-04,11:35:00,0.4,ND,ng/L,4,N,19060084-02,537RV1.1,33.85746227,-117.79209184
426,US1CAOR0021,33.8632,-117.7918,90.8,2019-06-04,0.0,,,,SAR-IMPERIAL-01,Perfluoroundecanoic acid,PFUnA,2019-06-04,11:35:00,0.4,ND,ng/L,4,N,19060084-02,537RV1.1,33.85746227,-117.79209184
